,trial_id,iteration,test_metric,strategy,seed,score
0,4412b_00000,0,0.2,least_confidence,1,213.52893328121064
1,4412b_00000,1,0.5103677834770272,least_confidence,1,213.52893328121064
2,4412b_00000,2,0.5705642994175822,least_confidence,1,213.52893328121064
3,4412b_00000,3,0.5749446431613013,least_confidence,1,213.52893328121064
4,4412b_00000,4,0.522784233310549,least_confidence,1,213.52893328121064
5,4412b_00000,5,0.5178342326275466,least_confidence,1,213.52893328121064
6,4412b_00000,6,0.5194591931461316,least_confidence,1,213.52893328121064
7,4412b_00000,7,0.5726725414029824,least_confidence,1,213.52893328121064
8,4412b_00000,8,0.5136465139359854,least_confidence,1,213.52893328121064
9,4412b_00000,9,0.5229584420725875,least_confidence,1,213.52893328121064
10,4412b_00000,10,0.5825624797143785,least_confidence,1,213.52893328121064
11,4412b_00000,11,0.5973920215125305,least_confidence,1,213.52893328121064
12,4412b_00000,12,0.6049944213652039,least_confidence,1,213.52893328121064
13,4412b_00000,13,0.6063663807491908,least_confidence,1,213.52893328121064
14,4412b_00000,14,0.6167763405562499,least_confidence,1,213.52893328121064
15,4412b_00000,15,0.6093565923954638,least_confidence,1,213.52893328121064
16,4412b_00000,16,0.6040599749630136,least_confidence,1,213.52893328121064
17,4412b_00000,17,0.6068098844401533,least_confidence,1,213.52893328121064
18,4412b_00000,18,0.6113510250516588,least_confidence,1,213.52893328121064
19,4412b_00000,19,0.6112712016244625,least_confidence,1,213.52893328121064
20,4412b_00000,20,0.608389811394703,least_confidence,1,213.52893328121064
21,4412b_00000,21,0.6119465924979102,least_confidence,1,213.52893328121064
22,4412b_00000,22,0.6152074810052601,least_confidence,1,213.52893328121064
23,4412b_00000,23,0.6124062345595832,least_confidence,1,213.52893328121064
24,4412b_00000,24,0.6471188462560218,least_confidence,1,213.52893328121064
25,4412b_00000,25,0.9151370867105246,least_confidence,1,213.52893328121064
26,4412b_00000,26,0.6454375458883994,least_confidence,1,213.52893328121064
27,4412b_00000,27,0.8929292234301178,least_confidence,1,213.52893328121064
28,4412b_00000,28,0.7490517216031051,least_confidence,1,213.52893328121064
29,4412b_00000,29,0.9252563515790089,least_confidence,1,213.52893328121064
30,4412b_00000,30,0.9098178196942183,least_confidence,1,213.52893328121064
31,4412b_00000,31,0.6557258548044738,least_confidence,1,213.52893328121064
32,4412b_00000,32,0.914833438089252,least_confidence,1,213.52893328121064
33,4412b_00000,33,0.9148820388267147,least_confidence,1,213.52893328121064
34,4412b_00000,34,0.8948702893135476,least_confidence,1,213.52893328121064
35,4412b_00000,35,0.9139459397896814,least_confidence,1,213.52893328121064
36,4412b_00000,36,0.8947691276972085,least_confidence,1,213.52893328121064
37,4412b_00000,37,0.921400565647625,least_confidence,1,213.52893328121064
38,4412b_00000,38,0.9156528650208802,least_confidence,1,213.52893328121064
39,4412b_00000,39,0.9212497272933307,least_confidence,1,213.52893328121064
40,4412b_00000,40,0.7159216785039422,least_confidence,1,213.52893328121064
41,4412b_00000,41,0.8067375812213342,least_confidence,1,213.52893328121064
42,4412b_00000,42,0.8590134459036898,least_confidence,1,213.52893328121064
43,4412b_00000,43,0.8363071371291099,least_confidence,1,213.52893328121064
44,4412b_00000,44,0.8189835029524237,least_confidence,1,213.52893328121064
45,4412b_00000,45,0.8044541305105369,least_confidence,1,213.52893328121064
46,4412b_00000,46,0.7903153937995213,least_confidence,1,213.52893328121064
47,4412b_00000,47,0.8973486365051826,least_confidence,1,213.52893328121064
48,4412b_00000,48,0.9161802793299746,least_confidence,1,213.52893328121064
49,4412b_00000,49,0.8414757919005613,least_confidence,1,213.52893328121064
50,4412b_00000,50,0.8377504848093082,least_confidence,1,213.52893328121064
51,4412b_00000,51,0.8851140163403097,least_confidence,1,213.52893328121064
52,4412b_00000,52,0.8371768858976263,least_confidence,1,213.52893328121064
53,4412b_00000,53,0.9145868653369447,least_confidence,1,213.52893328121064
54,4412b_00000,54,0.837451389510339,least_confidence,1,213.52893328121064
55,4412b_00000,55,0.9103745092117186,least_confidence,1,213.52893328121064
56,4412b_00000,56,0.9298080056999491,least_confidence,1,213.52893328121064
57,4412b_00000,57,0.8859649122807018,least_confidence,1,213.52893328121064
58,4412b_00000,58,0.9083919198456483,least_confidence,1,213.52893328121064
59,4412b_00000,59,0.9277235827819087,least_confidence,1,213.52893328121064
60,4412b_00000,60,0.9186652036380163,least_confidence,1,213.52893328121064
61,4412b_00000,61,0.9399406163806787,least_confidence,1,213.52893328121064
62,4412b_00000,62,0.9327384379197851,least_confidence,1,213.52893328121064
63,4412b_00000,63,0.9218537605774063,least_confidence,1,213.52893328121064
64,4412b_00000,64,0.9266423364515808,least_confidence,1,213.52893328121064
65,4412b_00000,65,0.9075235109717867,least_confidence,1,213.52893328121064
66,4412b_00000,66,0.9030646235842772,least_confidence,1,213.52893328121064
67,4412b_00000,67,0.9232128362901586,least_confidence,1,213.52893328121064
68,4412b_00000,68,0.9063153765690377,least_confidence,1,213.52893328121064
69,4412b_00000,69,0.9207996765958721,least_confidence,1,213.52893328121064
70,4412b_00000,70,0.900666000176424,least_confidence,1,213.52893328121064
71,4412b_00000,71,0.8932448860747468,least_confidence,1,213.52893328121064
72,4412b_00000,72,0.9318924286179897,least_confidence,1,213.52893328121064
73,4412b_00000,73,0.8957085085372887,least_confidence,1,213.52893328121064
74,4412b_00000,74,0.9381456973721112,least_confidence,1,213.52893328121064
75,4412b_00000,75,0.9276514172482122,least_confidence,1,213.52893328121064
76,4412b_00000,76,0.8928819612973209,least_confidence,1,213.52893328121064
77,4412b_00000,77,0.8927893236452765,least_confidence,1,213.52893328121064
78,4412b_00000,78,0.9478327633270456,least_confidence,1,213.52893328121064
79,4412b_00000,79,0.8527121426117494,least_confidence,1,213.52893328121064
80,4412b_00000,80,0.8319579920106025,least_confidence,1,213.52893328121064
81,4412b_00000,81,0.8527121426117494,least_confidence,1,213.52893328121064
82,4412b_00000,82,0.8166292208003647,least_confidence,1,213.52893328121064
83,4412b_00000,83,0.8428465932538389,least_confidence,1,213.52893328121064
84,4412b_00000,84,0.7804415369860396,least_confidence,1,213.52893328121064
85,4412b_00000,85,0.8350265889824777,least_confidence,1,213.52893328121064
86,4412b_00000,86,0.8420830940875199,least_confidence,1,213.52893328121064
87,4412b_00000,87,0.8296365779556057,least_confidence,1,213.52893328121064
88,4412b_00000,88,0.8788416988416989,least_confidence,1,213.52893328121064
89,4412b_00000,89,0.839572446025912,least_confidence,1,213.52893328121064
90,4412b_00000,90,0.8368596881959911,least_confidence,1,213.52893328121064
91,4412b_00000,91,0.8391666666666666,least_confidence,1,213.52893328121064
92,4412b_00000,92,0.7821176470588236,least_confidence,1,213.52893328121064
93,4412b_00000,93,0.8324606462303231,least_confidence,1,213.52893328121064
94,4412b_00000,94,0.7049910873440286,least_confidence,1,213.52893328121064
95,4412b_00000,95,0.9026774395089137,least_confidence,1,213.52893328121064
96,4412b_00000,96,0.816873957445637,least_confidence,1,213.52893328121064
97,4412b_00000,97,0.9035326086956521,least_confidence,1,213.52893328121064
98,4412b_00000,98,0.927807486631016,least_confidence,1,213.52893328121064
99,4412b_00000,99,0.7723685799793325,least_confidence,1,213.52893328121064
100,4412b_00000,100,0.8206892033542976,least_confidence,1,213.52893328121064
101,4412b_00000,101,0.8903495780553958,least_confidence,1,213.52893328121064
102,4412b_00000,102,0.9182650781472421,least_confidence,1,213.52893328121064
103,4412b_00000,103,0.758747427227286,least_confidence,1,213.52893328121064
104,4412b_00000,104,0.8452252166573544,least_confidence,1,213.52893328121064
105,4412b_00000,105,0.7951783280327124,least_confidence,1,213.52893328121064
106,4412b_00000,106,0.7569451676369577,least_confidence,1,213.52893328121064
107,4412b_00000,107,0.8384345539405393,least_confidence,1,213.52893328121064
108,4412b_00000,108,0.8448488873102404,least_confidence,1,213.52893328121064
109,4412b_00000,109,0.8488760375217349,least_confidence,1,213.52893328121064
110,4412b_00000,110,0.8294030092545716,least_confidence,1,213.52893328121064
111,4412b_00000,111,0.7445184935510434,least_confidence,1,213.52893328121064
112,4412b_00000,112,0.9191683417249936,least_confidence,1,213.52893328121064
113,4412b_00000,113,0.8575,least_confidence,1,213.52893328121064
114,4412b_00000,114,0.8576564747076847,least_confidence,1,213.52893328121064
115,4412b_00000,115,0.7300322310035763,least_confidence,1,213.52893328121064
116,4412b_00000,116,0.8647802824977955,least_confidence,1,213.52893328121064
117,4412b_00000,117,0.861595802965152,least_confidence,1,213.52893328121064
118,4412b_00000,118,0.881559497413156,least_confidence,1,213.52893328121064
119,4412b_00000,119,0.8841649426697991,least_confidence,1,213.52893328121064
120,4412b_00000,120,0.8742359589436051,least_confidence,1,213.52893328121064
121,4412b_00000,121,0.8620833333333333,least_confidence,1,213.52893328121064
122,4412b_00000,122,0.8933111989368564,least_confidence,1,213.52893328121064
123,4412b_00000,123,0.8908084948540843,least_confidence,1,213.52893328121064
124,4412b_00000,124,0.9114271189056451,least_confidence,1,213.52893328121064
125,4412b_00000,125,0.921413214024714,least_confidence,1,213.52893328121064
126,4412b_00000,126,0.901270122581598,least_confidence,1,213.52893328121064
127,4412b_00000,127,0.9081362220897105,least_confidence,1,213.52893328121064
128,4412b_00000,128,0.921428755708057,least_confidence,1,213.52893328121064
129,4412b_00000,129,0.9306630673793732,least_confidence,1,213.52893328121064
130,4412b_00000,130,0.940736753976797,least_confidence,1,213.52893328121064
131,4412b_00000,131,0.8892146592306991,least_confidence,1,213.52893328121064
132,4412b_00000,132,0.913488008585293,least_confidence,1,213.52893328121064
133,4412b_00000,133,0.9081396022957853,least_confidence,1,213.52893328121064
134,4412b_00000,134,0.8804522904452032,least_confidence,1,213.52893328121064
135,4412b_00000,135,0.8657174001907617,least_confidence,1,213.52893328121064
136,4412b_00000,136,0.8668261562998405,least_confidence,1,213.52893328121064
137,4412b_00000,137,0.9362545452856739,least_confidence,1,213.52893328121064
138,4412b_00000,138,0.9321269387945694,least_confidence,1,213.52893328121064
139,4412b_00000,139,0.8848987108655617,least_confidence,1,213.52893328121064
140,4412b_00000,140,0.8166611444843002,least_confidence,1,213.52893328121064
141,4412b_00000,141,0.8951200314836678,least_confidence,1,213.52893328121064
142,4412b_00000,142,0.8629132221714491,least_confidence,1,213.52893328121064
143,4412b_00000,143,0.8951541899945819,least_confidence,1,213.52893328121064
144,4412b_00000,144,0.8447349056160659,least_confidence,1,213.52893328121064
145,4412b_00000,145,0.848223359384134,least_confidence,1,213.52893328121064
146,4412b_00000,146,0.8531944598649039,least_confidence,1,213.52893328121064
147,4412b_00000,147,0.8727331797507236,least_confidence,1,213.52893328121064
148,4412b_00000,148,0.8081932454944722,least_confidence,1,213.52893328121064
149,4412b_00000,149,0.8762092928191851,least_confidence,1,213.52893328121064
150,4412b_00000,150,0.8894552680163106,least_confidence,1,213.52893328121064
151,4412b_00000,151,0.815664405167801,least_confidence,1,213.52893328121064
152,4412b_00000,152,0.8508522727272727,least_confidence,1,213.52893328121064
153,4412b_00000,153,0.8611763303427509,least_confidence,1,213.52893328121064
154,4412b_00000,154,0.8665899318073231,least_confidence,1,213.52893328121064
155,4412b_00000,155,0.9092876820149547,least_confidence,1,213.52893328121064
156,4412b_00000,156,0.8620830418298329,least_confidence,1,213.52893328121064
157,4412b_00000,157,0.8697248104949935,least_confidence,1,213.52893328121064
158,4412b_00000,158,0.8772564267316891,least_confidence,1,213.52893328121064
159,4412b_00000,159,0.9098096112497218,least_confidence,1,213.52893328121064
160,4412b_00000,160,0.8858454554833385,least_confidence,1,213.52893328121064
161,4412b_00000,161,0.8796571292554544,least_confidence,1,213.52893328121064
162,4412b_00000,162,0.9119433198380567,least_confidence,1,213.52893328121064
163,4412b_00000,163,0.9119433198380567,least_confidence,1,213.52893328121064
164,4412b_00000,164,0.8653414086158054,least_confidence,1,213.52893328121064
165,4412b_00000,165,0.8761901600339281,least_confidence,1,213.52893328121064
166,4412b_00000,166,0.9007213761039314,least_confidence,1,213.52893328121064
167,4412b_00000,167,0.8929524355553595,least_confidence,1,213.52893328121064
168,4412b_00000,168,0.863392498342997,least_confidence,1,213.52893328121064
169,4412b_00000,169,0.8874675565443085,least_confidence,1,213.52893328121064
