score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
261.67859435351886,1725050250,,False,1,9ffb9_00010,2024-08-30_21-37-30,3.204005479812622,3.204005479812622,18986,nemo.cl.cam.ac.uk,128.232.64.154,3.204005479812622,1
