score,iteration_metrics,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
231.2103479473631,"[0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.7970297  0.7970297  0.7970297  0.7970297
 0.7970297  0.7970297  0.94049787]",1725051819,,False,1,4d5cb_00006,2024-08-30_22-03-39,3.226365327835083,3.226365327835083,26949,nemo.cl.cam.ac.uk,128.232.64.154,3.226365327835083,1
