score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
267.1836439170162,1725050251,,False,1,9ffb9_00012,2024-08-30_21-37-31,3.303025960922241,3.303025960922241,18990,nemo.cl.cam.ac.uk,128.232.64.154,3.303025960922241,1
