score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
250.2309035544298,1725050253,,False,1,9ffb9_00014,2024-08-30_21-37-33,3.212736129760742,3.212736129760742,19177,nemo.cl.cam.ac.uk,128.232.64.154,3.212736129760742,1
