score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
261.11412690684836,1725050252,,False,1,9ffb9_00017,2024-08-30_21-37-32,3.0307748317718506,3.0307748317718506,19180,nemo.cl.cam.ac.uk,128.232.64.154,3.0307748317718506,1
