score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
274.025684906163,1725050239,,False,1,9ffb9_00003,2024-08-30_21-37-19,3.13946533203125,3.13946533203125,18037,nemo.cl.cam.ac.uk,128.232.64.154,3.13946533203125,1
