score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
242.15607427672566,1725050253,,False,1,9ffb9_00019,2024-08-30_21-37-33,3.1752917766571045,3.1752917766571045,19182,nemo.cl.cam.ac.uk,128.232.64.154,3.1752917766571045,1
